ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
2170	Nanchang	dirty	ŋ a ⁴² + ts a ⁰	dirty/腌 dirty/臢	A A	430 431	153	140	84	腌臢	腌 臢		髒	i n t + i n t	
2171	Meixian	dirty	m e ⁵³	dirty/?	A	753	137	53	79	囗	囗		髒	i n t	
2172	Guilin	dirty	l a̠ ⁵⁵ + tʰ a̠ ²¹	dirty/邋 dirty/遢	A A	420 421	135	134	78	邋遢	邋 遢		髒	i n t + i n t	
2173	Guangzhou	dirty	u ⁵⁵ + ts ou ⁵³	dirty/汚 dirty/糟	A A	425 426	138	141	77	汚糟	汚 糟		髒	n t + i n t	
2174	Fuzhou	dirty	l a ⁵⁵ + tsʰ a ⁵⁵	_pull/拉 dirty/渣	A A	397 433	139	142	76	拉水+查	拉 渣		髒	i n t + i n t	!i
2175	Fuzhou	dirty	ou ʔ ⁵ + tsʰ w o ʔ ²⁴	dirty/歯屋 dirty/歯足	A A	425 426	149	143	82	歯+屋歯+足	歯屋 歯足		髒	n c t + i m n c t	
2176	Xiamen	dirty	l au ²⁴ + s j ɔ ŋ ²⁴	_flow/流 dirty/疡	A A	164 436	147	144	81	流疡	流 疡		髒	i n t + i m n c t	
3251	Beijing	dog	k ou ²¹⁴	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3252	Ha_erbin	dog	k ou ²¹³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3253	Jinan	dog	k ou ⁴⁵	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3254	Rongcheng	dog	k ou ²¹³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3255	Taiyuan	dog	k əu ⁵³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3256	Xi_an	dog	k ou ⁵³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3257	Chengdu	dog	k əu ⁵³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3258	Nanjing	dog	k əɯ ¹¹	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3259	Jixi	dog	k i ²¹³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3260	Suzhou	dog	k ʏ ⁵²	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3261	Wenzhou	dog	k au ²⁴²	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3262	Changsha	dog	k əu ⁴¹	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3263	Loudi	dog	t j ɤ ⁴²	dog/狗	N	630	157	145	86	狗	狗		狗	i m n t	
3264	Nanchang	dog	k j ɛu ²¹³	dog/狗	N	630	157	145	86	狗	狗		狗	i m n t	
3265	Meixian	dog	k eu ³¹	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3266	Guilin	dog	k ai ²³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3267	Guangzhou	dog	k ɐu ³⁵	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3268	Fuzhou	dog	kʰ ɛi ŋ ³²	dog/犬	N	631	158	146	87	犬	犬		狗	i n c t	
3269	Fuzhou	dog	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	dog/犬 _child/囝	N S	631 632	158	147	87	犬囝	犬 囝		狗	i n c t + i m n c t	
3270	Xiamen	dog	k au ⁵³	dog/狗	N	630	157	145	86	狗	狗		狗	i n t	
3384	Beijing	drink	x ɤ ⁵⁵	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3385	Ha_erbin	drink	x ɤ ⁴⁴	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3386	Jinan	drink	x ɤ ²¹⁴	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3387	Rongcheng	drink	x a ²¹⁴	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3388	Taiyuan	drink	x ə ʔ ²	drink/喝	V	646	160	148	88	喝	喝		喝	i n c t	
3389	Xi_an	drink	x w o ²¹	drink/喝	V	646	160	148	88	喝	喝		喝	i m n t	
3390	Chengdu	drink	x o ⁴⁵	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3391	Nanjing	drink	x o ʔ ⁵	drink/喝	V	646	160	148	88	喝	喝		喝	i n c t	
3392	Jixi	drink	x ɤ ⁵⁵	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3393	Suzhou	drink	tɕʰ j ə ʔ ⁴	consume/喫	V	549	161	149	89	喫	喫		喝	i m n c t	
3394	Suzhou	drink	h a ʔ ⁴	drink/呷	V	647	166	150	94	呷	呷		喝	i n c t	
3395	Wenzhou	drink	h a ⁴¹	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	
3396	Changsha	drink	tɕʰ j a ²⁴	consume/喫	V	549	161	149	89	喫	喫		喝	i m n t	
3397	Changsha	drink	x o ²⁴	drink/喝	V	646	160	148	88	喝	喝		喝	i n t	!b
3398	Loudi	drink	tɕʰ j ɔ ¹³	consume/喫	V	549	161	149	89	喫	喫		喝	i m n t	
3399	Nanchang	drink	h o t ²	drink/喝	V	646	160	148	88	喝	喝		喝	i n c t	
3400	Meixian	drink	s ə t ⁵	eat/食	V	550	162	151	92	食	食		喝	i n c t	
3401	Guilin	drink	x w o ⁵⁵	drink/喝	V	646	160	148	88	喝	喝		喝	i m n t	
3402	Guangzhou	drink	j ɐ m ³⁵	drink/飲	V	609	164	152	91	飲	飲		喝	i n c t	
3403	Fuzhou	drink	tsʰ w o ʔ ²⁴	drink/啜	V	648	163	153	90	啜	啜		喝	i m n c t	
3404	Fuzhou	drink	s j ø ʔ ⁵	eat/食	V	550	162	151	92	食	食		喝	i m n c t	
3405	Xiamen	drink	l i m ⁵⁵	drink/啉	V	649	165	154	93	啉	啉		喝	i n c t	
3169	Beijing	dry	k a n ⁵⁵	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3170	Ha_erbin	dry	k a n ⁴⁴	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3171	Jinan	dry	k æ̃ ²¹⁴	dry/干	A	565	167	155	95	干	干		乾	i n t	
3172	Rongcheng	dry	k ɐ n ³³⁴	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3173	Taiyuan	dry	k æ̃ ²¹	dry/干	A	565	167	155	95	干	干		乾	i n t	
3174	Xi_an	dry	k æ̃ ²¹	dry/干	A	565	167	155	95	干	干		乾	i n t	
3175	Chengdu	dry	k a n ⁴⁵	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3176	Nanjing	dry	k ɑ̃ ³¹	dry/干	A	565	167	155	95	干	干		乾	i n t	
3177	Jixi	dry	k ɔ ⁵⁵	dry/干	A	565	167	155	95	干	干		乾	i n t	
3178	Suzhou	dry	k ø ⁴⁴	dry/干	A	565	167	155	95	干	干		乾	i n t	
3179	Wenzhou	dry	s ə ⁵¹	dry/操	A	617	169	156	96	操	操		乾	i n t	
3180	Wenzhou	dry	k y ⁴⁴	dry/干	A	565	167	155	95	干	干		乾	i n t	
3181	Changsha	dry	k a n ³³	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3182	Loudi	dry	k ã ⁴⁴	dry/干	A	565	167	155	95	干	干		乾	i n t	
3183	Nanchang	dry	k o n ⁴²	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3184	Meixian	dry	k o n ³³	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3185	Guilin	dry	k ã ²³	dry/干	A	565	167	155	95	干	干		乾	i n t	
3186	Guangzhou	dry	k ɔ n ⁵³	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3187	Fuzhou	dry	k a ŋ ⁵⁵	dry/干	A	565	167	155	95	干	干		乾	i n c t	
3188	Fuzhou	dry	t a ⁵⁵	dry/焦	A	618	168	157	97	焦	焦		乾	i n t	
3189	Xiamen	dry	t a ⁵⁵	dry/焦	A	618	168	157	97	焦	焦		乾	i n t	
2843	Beijing	dull	t ɛ ⁵⁵	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2844	Ha_erbin	dull	p ə n ⁵³	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2845	Jinan	dull	t ɛ ²¹⁴	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2846	Rongcheng	dull	p j au ⁵²	dull/彪	A	576	173	159	101	彪	彪		呆，笨	i m n t	
2847	Taiyuan	dull	t ai ²¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2848	Taiyuan	dull	p ə ŋ ⁴⁵	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2849	Xi_an	dull	t ɛ ²¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2850	Chengdu	dull	p ə n ²¹³	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2851	Chengdu	dull	k w a ⁴⁵	dull/瓜	A	806	175	125	103	瓜	瓜		呆，笨	i m n t	
2852	Nanjing	dull	t ɛ ³¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2853	Nanjing	dull	p ə n ⁴⁴	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2854	Jixi	dull	pʰ õ ³¹	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n t	
2855	Suzhou	dull	ŋ e̞ ¹³	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2856	Wenzhou	dull	ŋ e ³⁴¹	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2857	Wenzhou	dull	b a ŋ ²²	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2858	Changsha	dull	ŋ ai ¹³	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2859	Changsha	dull	p ə n ¹¹	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	!b
2860	Loudi	dull	ŋ e ¹³	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2861	Nanchang	dull	t ai ⁴²	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2862	Nanchang	dull	m u ʔ ⁵	wood/木	A	577	177	160	105	木	木		呆，笨	i n c t	
2863	Meixian	dull	p u n ⁵³	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2864	Guilin	dull	t ai ⁴²	dull/呆	A	574	170	28	98	呆	呆		呆，笨	i n t	
2865	Guangzhou	dull	p ɐ n ²²	stupid/笨	A	575	171	158	99	笨	笨		呆，笨	i n c t	
2866	Fuzhou	dull	ts u ⁵³	dull/彪	A	578	172	161	100	雛	雛		呆，笨	i n t	
2867	Fuzhou	dull	kʰ y ⁵³	dull/愚	A	579	176	162	104	愚	愚		呆，笨	i n t	
2868	Xiamen	dull	kʰ a m ⁵³	dull/歁	A	580	174	163	102	歁	歁		呆，笨	i n c t	
2634	Beijing	dust	ʈʂʰ ə n ³⁵ tʰ u ²¹⁴	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i n c t + i n t	
2635	Ha_erbin	dust	ʈʂʰ ə n ²⁴ + tʰ u ²¹³	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i n c t + i n t	
2636	Jinan	dust	tʰ u ⁴⁵ + l a ⁰	soil/土 _-:suffix/la	N S	264 541	180	165	106	土垃	土 垃		塵土	i n t + i n t	
2637	Rongcheng	dust	x w ei ⁵²	ash/灰	N	542	179	15	106	灰	灰		塵土	i m n t	
2638	Taiyuan	dust	tsʰ ə ŋ ²¹ + tʰ u ⁵³	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i n c t + i n t	
2639	Taiyuan	dust	x w ei ²¹ + tsʰ ə ŋ ²¹	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i m n t + i n c t	!i
2640	Xi_an	dust	ʈʂʰ ẽ ²⁴	dust/塵	N	540	178	167	106	塵	塵		塵土	i n t	!i
2641	Xi_an	dust	ʈʂʰ ẽ ²⁴ + tʰ ou ⁵³	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i n t + i n t	
2642	Xi_an	dust	x w ei ²¹ + ʈʂʰ ẽ ²⁴	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i m n t + i n t	!i
2643	Chengdu	dust	ts a ⁴⁵ + ts a ⁵⁵	dirt/渣 _dirt:RED/渣	N N2	433 783	181	168	107	渣渣	渣 渣		塵土	i n t + i n t	!i
2644	Chengdu	dust	ts a ⁴⁵ + ts ɿ ⁵³	dirt/渣 _-child:SUF/子	N S	433 19	181	169	107	渣子	渣 子		塵土	i n t + i n t	
2645	Nanjing	dust	x w ei ³¹	ash/灰	N	542	179	15	106	灰	灰		塵土	i m n t	
2646	Nanjing	dust	x w ei ³¹ + tsʰ ə n ¹³	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i m n t + i n c t	!i
2647	Jixi	dust	f a ⁵⁵ + tɕʰ j ɑ̃ ⁴⁴	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i n t + i m n t	!i
2648	Jixi	dust	tɕʰ j ɑ̃ ⁴⁴ + tʰ u ²¹³	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i m n t + i n t	
2649	Suzhou	dust	h w e̞ ⁴⁴ + z ə n ¹³	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i m n t + i n c t	!b
2650	Wenzhou	dust	b a ŋ ³⁴¹ + dz a ŋ ³⁴¹	dust/坌 dust/塵	N N	543 540	178	170	106	坌塵	坌 塵		塵土	i n c t + i n c t	
2651	Changsha	dust	f ei ³³ + ts ə n ¹³	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i n t + i n c t	!b
2652	Loudi	dust	x w e ⁴⁴	ash/灰	N	542	179	15	106	灰	灰		塵土	i m n t	
2653	Nanchang	dust	tsʰ ɛ n ²⁴ + tʰ u ²¹³	dust/塵 soil/土	N N	540 264	178	164	106	塵土	塵 土		塵土	i n c t + i n t	
2654	Nanchang	dust	f ɨi ⁴² + tsʰ ɛ n ⁰	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i n t + i n c t	!i
2655	Meixian	dust	tsʰ ə n ¹¹	dust/塵	N	540	178	167	106	塵	塵		塵土	i n c t	
2656	Guilin	dust	f ei ⁴² + ts ɤ n ²²	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i n t + i n c t	!b !f ei ⁴² + ts ɤ ŋ ²²
2657	Guangzhou	dust	f w i ⁵³ + tsʰ ɐ n ²¹	ash/灰 dust/塵	N N	542 540	178	166	106	灰塵	灰 塵		塵土	i m n t + i n c t	!b
2658	Fuzhou	dust	u ŋ ⁵⁵ + n i ŋ ⁵³	_dust/滃 dust/塵	N N	544 540	178	171	106	滃塵	滃 塵		塵土	n c t + i n c t	
2659	Xiamen	dust	tʰ ɔ ²⁴ + h u n ⁵³	_road/塗 powder/粉	N N	545 546	185	172	108	塗粉	塗 粉		塵土	i n t + i n c t	
2989	Beijing	ear	ə ²¹⁴	ear/耳	N	596	188	173	109	耳	耳		耳朵	n t	
2990	Ha_erbin	ear	ə ²¹³ + t w o ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i m n t	
2991	Jinan	ear	ə ⁴⁵ + t w ɤ ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i m n t	
2992	Rongcheng	ear	ə ²¹⁴ + t ə ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
2993	Taiyuan	ear	ə ⁵³	ear/耳	N	596	188	173	109	耳	耳		耳朵	n t	
2994	Taiyuan	ear	ə ⁵³ + t w ɤ ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i m n t	
2995	Xi_an	ear	ə ⁵³	ear/耳	N	596	188	173	109	耳	耳		耳朵	n t	
2996	Xi_an	ear	ə ⁵³ + t w o ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i m n t	
2997	Chengdu	ear	ə ⁵³	ear/耳	N	596	188	173	109	耳	耳		耳朵	n t	
2998	Chengdu	ear	ə ⁵³ + t o ⁵⁵	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
2999	Nanjing	ear	ə ¹¹ + t o ⁴⁴	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3000	Jixi	ear	ẽ ²¹³ + t ɵ ²¹³	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3001	Suzhou	ear	ɲ/ŋ Ø/ə ²³¹ + t əu ⁵²	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	i n t + i n t	
3002	Wenzhou	ear	ŋ̍/ŋ Ø/ə ²⁴ + t o ²⁴²	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	i n t + i n t	
3003	Changsha	ear	ə ⁴¹	ear/耳	N	596	188	173	109	耳	耳		耳朵	n t	!i
3004	Changsha	ear	ə ⁴¹ + t o ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3005	Loudi	ear	ɤ ⁴² + t ɤ ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3006	Nanchang	ear	ɵ ²¹³ + t ɔ ⁰	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3007	Meixian	ear	ŋ i ³¹ + k u ŋ ³³	ear/耳 _noble.man:SUF/公	N S	596 80	188	175	109	耳公	耳 公		耳朵	i n t + i n c t	
3008	Guilin	ear	y ²³ + t u ²³	ear/耳 flower/朵	N N	596 597	188	174	109	耳朵	耳 朵		耳朵	n t + i n t	
3009	Guangzhou	ear	i ²³ + ts ɐi ³⁵	ear/耳 _child/仔	N S	596 82	188	176	109	耳仔	耳 仔		耳朵	n t + i n t	
3010	Fuzhou	ear	ŋ ɛi ²⁴²	ear/耳	N	596	188	173	109	耳	耳		耳朵	i n t	
3011	Xiamen	ear	h i ²² + j/Ø a ⁵³	ear/耳 _:SUF/仔	N S	596 797	188	176	109	耳仔	耳 仔		耳朵	i n t + i n t	
1267	Beijing	earth	tʰ u ²¹³ + t i ⁵¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1268	Ha_erbin	earth	tʰ u ²¹³ + t i ⁵³	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1269	Jinan	earth	tʰ u ⁴⁵ + t i ³¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1270	Rongcheng	earth	tʰ u ²¹³ + t i ³³⁴	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1271	Taiyuan	earth	tʰ u ⁵³ + t i ⁴⁵	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1272	Taiyuan	earth	t i ⁴⁵	ground/地	N	265	192	178	110	地	地		土地	i n t	!i
1273	Xi_an	earth	tʰ ou ⁵³ + t i ⁴⁴	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1274	Xi_an	earth	t i ⁴⁴	ground/地	N	265	192	178	110	地	地		土地	i n t	!i
1275	Chengdu	earth	tʰ u ⁵³ + t i ²¹³	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1276	Chengdu	earth	t i ²¹³	ground/地	N	265	193	179	110	土	地		土地	i n t	!i
1277	Nanjing	earth	t i ⁴⁴	ground/地	N	265	192	178	110	地	地		土地	i n t	!i
1278	Nanjing	earth	tʰ u ¹¹ + t i ⁴⁴	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1279	Jixi	earth	tsʰ ɿ ³¹	ground/地	N	265	192	178	110	地	地		土地	i n t	!i
1280	Jixi	earth	tʰ u ²¹³ + tsʰ ɿ ³¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1281	Suzhou	earth	d i ²³¹ + b i ¹³	ground/地 skin/皮	N N	265 16	192	180	110	地皮	地 皮		土地	i n t + i n t	!i
1282	Suzhou	earth	tʰ əu ⁵² + d i ²³¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1283	Wenzhou	earth	tʰ øy ²⁴² + d ei ²²	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1284	Changsha	earth	tʰ əu ⁴¹ + t i ¹¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1285	Loudi	earth	tʰ ɤu ⁴² + d i ¹¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1286	Loudi	earth	d i ¹¹	ground/地	N	265	192	178	110	地	地		土地	i n t	!i
1287	Nanchang	earth	tʰ u ²¹³ + tʰ i ⁴²	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1288	Meixian	earth	tʰ u ³¹ + tʰ i ⁵³	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1289	Guilin	earth	tʰ u ²³ + t i ²¹	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1290	Guangzhou	earth	tʰ ou ³⁵ + t ei ²²	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i n t	
1291	Fuzhou	earth	tʰ u ⁵³ + l ɛi ²⁴²	mud ground/地	N N	266 265	192	181	110	涂地(泥土地)	涂 地	泥土地	土地	i n t + i n t	
1292	Xiamen	earth	tʰ ɔ ⁵³ + t w e ²²	soil/土 ground/地	N N	264 265	192	177	110	土地	土 地		土地	i n t + i m n t	
2660	Beijing	eat	ʈʂʰ ʅ ⁵⁵	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2661	Ha_erbin	eat	ʈʂʰ ʅ ⁴⁴	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2662	Jinan	eat	ʈʂʰ ʅ ²¹⁴	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2663	Rongcheng	eat	t ai ²¹⁴	eat/歹	V	548	199	183	114	歹	歹		吃	i n t	
2664	Taiyuan	eat	tsʰ ə ʔ ²	eat/吃	V	547	196	182	111	吃	吃		吃	i n c t	
2665	Xi_an	eat	ʈʂʰ ʅ ²¹	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2666	Chengdu	eat	tsʰ ɿ ²¹	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2667	Nanjing	eat	ʈʂʰ ʅ ʔ ⁵	eat/吃	V	547	196	182	111	吃	吃		吃	i n c t	
2668	Jixi	eat	tɕʰ j e ʔ ³²	eat/吃	V	547	196	182	111	吃	吃		吃	i m n c t	
2669	Suzhou	eat	tɕʰ j ə ʔ ⁴	consume/喫	V	549	197	149	112	喫	喫		吃	i m n c t	
2670	Wenzhou	eat	tsʰ ɿ ⁴¹	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	
2671	Changsha	eat	tɕʰ j a ²⁴	consume/喫	V	549	197	149	112	喫	喫		吃	i m n t	
2672	Loudi	eat	tɕʰ j ɔ ¹³	consume/喫	V	549	197	149	112	喫	喫		吃	i m n t	
2673	Nanchang	eat	tɕʰ j a ʔ ⁵	consume/喫	V	549	197	149	112	喫	喫		吃	i m n c t	
2674	Meixian	eat	s ə t ⁵	eat/食	V	550	198	151	113	食	食		吃	i n c t	
2675	Guilin	eat	tɕʰ i ⁵⁵	eat/吃	V	547	196	182	111	吃	吃		吃	i n t	!b
2676	Guangzhou	eat	s e k ²	eat/食	V	550	198	151	113	食	食		吃	i n c t	
2677	Fuzhou	eat	s j e ʔ ⁵	eat/食	V	550	198	151	113	食	食		吃	i m n c t	
2678	Xiamen	eat	ts j a ʔ ⁵	eat/食	V	550	198	151	113	食	食		吃	i m n c t	
3683	Beijing	egg	tɕ i ⁵⁵ + t a n ⁵¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3684	Ha_erbin	egg	tɕ i ⁴⁴ + t a n ⁵³	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3685	Jinan	egg	tɕ i ²¹⁴ + t æ̃ ⁴¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3686	Rongcheng	egg	c i ⁵² + t ɐ n ²¹⁴	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3687	Taiyuan	egg	tɕ i ²¹ + t æ̃ ⁴⁵	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3688	Xi_an	egg	tɕ i ²¹ + t æ̃ ⁰	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3689	Chengdu	egg	tɕ i ⁴⁵ + t a n ²¹³	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3690	Nanjing	egg	tɕ i ³¹ + t ɑ̃ ⁴⁴	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3691	Jixi	egg	ts ɿ ⁵⁵ + ts ɿ ²¹³	_chicken/雞 son/子	N S	673 498	200	185	115	雞子	雞 子		雞蛋	i n t + i n t	
3692	Suzhou	egg	tɕ i ⁴⁴ + d e̞ ²³¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3693	Wenzhou	egg	ts ɿ ⁴⁴ + l a ŋ ²⁴	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3694	Changsha	egg	tɕ i ³³ + t a n ¹¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3695	Loudi	egg	tɕ i ⁴⁴ + d ã ¹¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3696	Nanchang	egg	tɕʰ i ⁴² + tʰ a n ²¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3697	Meixian	egg	k e ³³ + l o n ³¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3698	Guilin	egg	tɕ i ⁴² + t ã ²¹	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n t	
3699	Guangzhou	egg	k ɐi ⁵³ + t a n ²²	_chicken/雞 egg/蛋	N N	673 674	200	184	115	雞蛋	雞 蛋		雞蛋	i n t + i n c t	
3700	Fuzhou	egg	k j e ⁵⁵ + l ɔu ŋ ²⁴²	_chicken/雞 egg/卵	N N	673 675	200	186	115	雞卵	雞 卵		雞蛋	i m n t + i n c t	
